idBP,size,size_value
68343,Малый,10-99 м2
68345,Малый,10-99 м2
68346,Средний,100-199 м2
68348,Малый,10-99 м2
68353,Малый,10-99 м2
68357,Малый,10-99 м2
68358,Малый,10-99 м2
68359,Малый,10-99 м2
68360,Малый,10-99 м2
68361,Малый,10-99 м2
68362,Малый,10-99 м2
68364,Средний,100-199 м2
68366,Малый,10-99 м2
68367,Малый,10-99 м2
68369,Малый,10-99 м2
68370,Средний,100-199 м2
68372,Малый,10-99 м2
68378,Малый,10-99 м2
68380,Большой,500-1999 м2
68383,Малый,10-99 м2
68384,Малый,10-99 м2
68385,Малый,10-99 м2
68386,Средний,200-499 м2
68387,Малый,10-99 м2
68388,Малый,10-99 м2
68389,Средний,200-499 м2
68390,Малый,10-99 м2
68394,Малый,10-99 м2
68397,Малый,10-99 м2
68398,Малый,10-99 м2
68403,Малый,10-99 м2
68404,Малый,10-99 м2
68405,Малый,10-99 м2
68410,Малый,10-99 м2
68412,Малый,10-99 м2
68415,Малый,10-99 м2
68420,Малый,10-99 м2
68423,Малый,10-99 м2
68424,Малый,10-99 м2
68425,Малый,10-99 м2
68429,Малый,10-99 м2
68432,Малый,10-99 м2
68434,Малый,10-99 м2
68435,Большой,500-1999 м2
68437,Большой,500-1999 м2
68441,Малый,10-99 м2
68442,Малый,10-99 м2
68445,Средний,100-199 м2
68446,Малый,10-99 м2
68449,Малый,10-99 м2
68451,Малый,10-99 м2
68453,Малый,10-99 м2
68456,Малый,10-99 м2
68457,Малый,10-99 м2
68460,Малый,10-99 м2
68463,Малый,10-99 м2
68464,Малый,10-99 м2
68466,Малый,10-99 м2
68467,Малый,10-99 м2
68468,Малый,10-99 м2
68469,Малый,10-99 м2
68470,Малый,10-99 м2
68471,Малый,10-99 м2
68476,Малый,10-99 м2
68478,Малый,10-99 м2
68479,Малый,10-99 м2
68482,Средний,100-199 м2
68483,Малый,10-99 м2
68485,Малый,10-99 м2
68486,Малый,10-99 м2
68487,Средний,200-499 м2
68488,Малый,10-99 м2
68495,Малый,10-99 м2
68502,Малый,10-99 м2
68503,Малый,10-99 м2
68506,Малый,10-99 м2
68508,Малый,10-99 м2
68513,Малый,10-99 м2
68517,Малый,10-99 м2
68518,Малый,10-99 м2
68520,Малый,10-99 м2
68521,Малый,10-99 м2
68527,Малый,10-99 м2
68528,Малый,10-99 м2
68530,Малый,10-99 м2
68531,Малый,10-99 м2
68532,Малый,10-99 м2
68533,Малый,10-99 м2
68534,Малый,10-99 м2
68535,Малый,10-99 м2
68536,Малый,10-99 м2
68537,Малый,10-99 м2
68538,Малый,10-99 м2
68540,Малый,10-99 м2
68541,Малый,10-99 м2
68542,Малый,10-99 м2
68543,Малый,10-99 м2
68544,Малый,10-99 м2
68545,Малый,10-99 м2
68546,Малый,10-99 м2
68547,Малый,10-99 м2
68549,Малый,10-99 м2
68550,Малый,10-99 м2
68551,Малый,10-99 м2
68552,Малый,10-99 м2
68553,Малый,10-99 м2
68556,Малый,10-99 м2
68557,Малый,10-99 м2
68559,Малый,10-99 м2
68562,Малый,10-99 м2
68565,Малый,10-99 м2
68566,Малый,10-99 м2
68569,Малый,10-99 м2
68571,Малый,10-99 м2
68572,Большой,500-1999 м2
68573,Малый,10-99 м2
68575,Малый,10-99 м2
68576,Малый,10-99 м2
68579,Малый,10-99 м2
68583,Малый,10-99 м2
68584,Малый,10-99 м2
68585,Малый,10-99 м2
68586,Малый,10-99 м2
68587,Малый,10-99 м2
68588,Малый,10-99 м2
68589,Малый,10-99 м2
68590,Малый,10-99 м2
68597,Малый,10-99 м2
68603,Малый,10-99 м2
68608,Малый,10-99 м2
68609,Малый,10-99 м2
68612,Малый,10-99 м2
68613,Малый,10-99 м2
68617,Малый,10-99 м2
68620,Малый,10-99 м2
68621,Малый,10-99 м2
68626,Малый,10-99 м2
68628,Средний,200-499 м2
68632,Малый,10-99 м2
68633,Малый,10-99 м2
68637,Малый,10-99 м2
68639,Малый,10-99 м2
68641,Малый,10-99 м2
68642,Малый,10-99 м2
68646,Малый,10-99 м2
68647,Средний,100-199 м2
68650,Большой,5000-7999 м2
68652,Малый,10-99 м2
68653,Большой,2000-4999 м2
68654,Малый,10-99 м2
68659,Малый,10-99 м2
68660,Малый,10-99 м2
68662,Малый,10-99 м2
68663,Малый,10-99 м2
68664,Средний,200-499 м2
68666,Малый,10-99 м2
68668,Малый,10-99 м2
68670,Малый,10-99 м2
68671,Большой,Более 8000 м2
68673,Средний,200-499 м2
68674,Малый,10-99 м2
68675,Малый,10-99 м2
68676,Малый,10-99 м2
68677,Малый,10-99 м2
68678,Малый,10-99 м2
68679,Большой,500-1999 м2
68680,Малый,10-99 м2
68683,Малый,10-99 м2
68695,Малый,10-99 м2
68696,Средний,100-199 м2
68697,Малый,10-99 м2
68698,Малый,10-99 м2
68699,Большой,500-1999 м2
68700,Малый,10-99 м2
68701,Малый,10-99 м2
68702,Малый,10-99 м2
68704,Малый,10-99 м2
68705,Средний,100-199 м2
68706,Малый,10-99 м2
68707,Малый,10-99 м2
68710,Малый,10-99 м2
68711,Малый,10-99 м2
68714,Малый,10-99 м2
68716,Средний,100-199 м2
68717,Малый,10-99 м2
68721,Средний,100-199 м2
68722,Малый,10-99 м2
68723,Средний,100-199 м2
68724,Большой,500-1999 м2
68727,Малый,10-99 м2
68728,Малый,10-99 м2
68729,Малый,10-99 м2
68730,Малый,10-99 м2
68733,Малый,10-99 м2
68734,Малый,10-99 м2
68735,Малый,10-99 м2
68736,Малый,10-99 м2
68737,Малый,10-99 м2
68740,Малый,10-99 м2
68741,Средний,200-499 м2
68742,Малый,10-99 м2
68743,Малый,10-99 м2
68745,Малый,10-99 м2
68746,Малый,10-99 м2
68749,Малый,10-99 м2
68751,Малый,10-99 м2
68755,Средний,200-499 м2
68756,Малый,10-99 м2
68760,Большой,2000-4999 м2
68761,Малый,10-99 м2
68763,Средний,100-199 м2
68766,Малый,10-99 м2
68768,Малый,10-99 м2
68769,Малый,10-99 м2
68772,Средний,200-499 м2
68778,Малый,10-99 м2
68779,Средний,100-199 м2
68780,Малый,10-99 м2
68781,Малый,10-99 м2
68782,Малый,10-99 м2
68785,Малый,10-99 м2
68791,Малый,10-99 м2
68792,Средний,200-499 м2
68797,Малый,10-99 м2
68802,Средний,100-199 м2
68803,Средний,200-499 м2
68804,Средний,200-499 м2
68806,Большой,500-1999 м2
68808,Малый,10-99 м2
68811,Малый,10-99 м2
68816,Малый,10-99 м2
68818,Малый,10-99 м2
68819,Малый,10-99 м2
68820,Малый,10-99 м2
68821,Средний,100-199 м2
68822,Малый,10-99 м2
68823,Большой,500-1999 м2
68828,Малый,10-99 м2
68831,Средний,200-499 м2
68832,Малый,10-99 м2
68836,Малый,10-99 м2
68837,Малый,10-99 м2
68841,Средний,200-499 м2
68842,Средний,100-199 м2
68846,Малый,10-99 м2
68847,Малый,10-99 м2
68848,Малый,10-99 м2
68849,Большой,2000-4999 м2
68853,Малый,10-99 м2
68857,Малый,10-99 м2
68859,Малый,10-99 м2
68861,Малый,10-99 м2
68862,Малый,10-99 м2
68863,Малый,10-99 м2
68864,Малый,10-99 м2
68865,Малый,10-99 м2
68867,Малый,10-99 м2
68868,Малый,10-99 м2
68870,Малый,10-99 м2
68871,Малый,10-99 м2
68872,Малый,10-99 м2
68873,Малый,10-99 м2
68874,Малый,10-99 м2
68876,Средний,200-499 м2
68878,Средний,200-499 м2
68879,Средний,100-199 м2
68881,Большой,2000-4999 м2
68882,Малый,10-99 м2
68883,Малый,10-99 м2
68885,Большой,2000-4999 м2
68886,Малый,10-99 м2
68890,Малый,10-99 м2
68891,Малый,10-99 м2
68892,Малый,10-99 м2
68900,Малый,10-99 м2
68901,Малый,10-99 м2
68902,Средний,100-199 м2
68906,Малый,10-99 м2
68908,Малый,10-99 м2
68912,Малый,10-99 м2
68913,Малый,10-99 м2
68914,Малый,10-99 м2
68915,Малый,10-99 м2
68916,Средний,200-499 м2
68917,Малый,10-99 м2
68918,Малый,10-99 м2
68919,Средний,200-499 м2
68920,Малый,10-99 м2
68921,Малый,10-99 м2
68924,Малый,10-99 м2
68927,Малый,10-99 м2
68928,Малый,10-99 м2
68929,Большой,500-1999 м2
68930,Большой,500-1999 м2
68931,Малый,10-99 м2
68932,Средний,100-199 м2
68937,Малый,10-99 м2
68938,Средний,100-199 м2
68940,Средний,200-499 м2
68941,Малый,10-99 м2
68942,Средний,100-199 м2
68943,Средний,200-499 м2
68946,Малый,10-99 м2
68952,Средний,100-199 м2
68953,Большой,2000-4999 м2
68954,Средний,100-199 м2
68956,Малый,10-99 м2
68957,Малый,10-99 м2
68958,Малый,10-99 м2
68959,Малый,10-99 м2
68960,Малый,10-99 м2
68961,Большой,2000-4999 м2
68965,Малый,10-99 м2
68967,Средний,200-499 м2
68968,Малый,10-99 м2
68970,Малый,10-99 м2
68972,Малый,10-99 м2
68979,Малый,10-99 м2
68981,Большой,2000-4999 м2
68984,Малый,10-99 м2
68986,Малый,10-99 м2
68988,Малый,10-99 м2
68992,Малый,10-99 м2
69000,Малый,10-99 м2
69001,Средний,200-499 м2
69003,Малый,10-99 м2
69006,Малый,10-99 м2
69008,Малый,10-99 м2
69014,Малый,10-99 м2
69015,Малый,10-99 м2
69018,Малый,10-99 м2
69021,Малый,10-99 м2
69026,Большой,5000-7999 м2
69029,Малый,10-99 м2
69030,Большой,2000-4999 м2
69031,Большой,2000-4999 м2
69034,Малый,10-99 м2
69035,Малый,10-99 м2
69039,Малый,10-99 м2
69040,Малый,10-99 м2
69041,Малый,10-99 м2
69043,Малый,10-99 м2
69046,Малый,10-99 м2
69048,Малый,10-99 м2
69049,Малый,10-99 м2
69051,Малый,10-99 м2
69055,Малый,10-99 м2
69058,Малый,10-99 м2
69060,Малый,10-99 м2
69062,Малый,10-99 м2
69072,Малый,10-99 м2
69075,Большой,500-1999 м2
69078,Малый,10-99 м2
69081,Малый,10-99 м2
69082,Малый,10-99 м2
69085,Малый,10-99 м2
69086,Средний,100-199 м2
69087,Малый,10-99 м2
69088,Малый,10-99 м2
69089,Малый,10-99 м2
69090,Средний,200-499 м2
69091,Малый,10-99 м2
69092,Малый,10-99 м2
69094,Малый,10-99 м2
69095,Малый,10-99 м2
69103,Малый,10-99 м2
69104,Средний,100-199 м2
69105,Малый,10-99 м2
69106,Малый,10-99 м2
69107,Малый,10-99 м2
69108,Средний,100-199 м2
69115,Малый,10-99 м2
69116,Малый,10-99 м2
69117,Средний,100-199 м2
69119,Средний,100-199 м2
69120,Средний,100-199 м2
69121,Средний,100-199 м2
69123,Малый,10-99 м2
69125,Малый,10-99 м2
69126,Малый,10-99 м2
69128,Средний,100-199 м2
69130,Малый,10-99 м2
69131,Малый,10-99 м2
69132,Средний,100-199 м2
69135,Малый,10-99 м2
69136,Средний,200-499 м2
69137,Малый,10-99 м2
69139,Большой,500-1999 м2
69141,Малый,10-99 м2
69142,Малый,10-99 м2
69143,Большой,500-1999 м2
69144,Большой,500-1999 м2
69146,Малый,10-99 м2
69149,Малый,10-99 м2
69152,Малый,10-99 м2
69153,Малый,10-99 м2
69155,Малый,10-99 м2
69156,Большой,2000-4999 м2
69160,Средний,200-499 м2
69161,Малый,10-99 м2
69162,Большой,500-1999 м2
69164,Средний,200-499 м2
69171,Малый,10-99 м2
69172,Малый,10-99 м2
69175,Малый,10-99 м2
69182,Малый,10-99 м2
69184,Малый,10-99 м2
69187,Малый,10-99 м2
69194,Малый,10-99 м2
69196,Большой,500-1999 м2
69197,Большой,500-1999 м2
69199,Малый,10-99 м2
69201,Малый,10-99 м2
69202,Малый,10-99 м2
69203,Малый,10-99 м2
69206,Малый,10-99 м2
69213,Средний,100-199 м2
69216,Малый,10-99 м2
69217,Малый,10-99 м2
69218,Большой,5000-7999 м2
69221,Малый,10-99 м2
69223,Малый,10-99 м2
69227,Малый,10-99 м2
69228,Малый,10-99 м2
69230,Малый,10-99 м2
69233,Малый,10-99 м2
69239,Малый,10-99 м2
69242,Малый,10-99 м2
69243,Малый,10-99 м2
69245,Малый,10-99 м2
69246,Малый,10-99 м2
69268,Малый,10-99 м2
69273,Малый,10-99 м2
69277,Малый,10-99 м2
69288,Малый,10-99 м2
69290,Средний,200-499 м2
69308,Малый,10-99 м2
69312,Малый,10-99 м2
69313,Малый,10-99 м2
69315,Малый,10-99 м2
69316,Малый,10-99 м2
69317,Средний,100-199 м2
69318,Малый,10-99 м2
69320,Малый,10-99 м2
69334,Малый,10-99 м2
69350,Малый,10-99 м2
69366,Малый,10-99 м2
69382,Малый,10-99 м2
69383,Малый,10-99 м2
69384,Малый,10-99 м2
69386,Малый,10-99 м2
69402,Малый,10-99 м2
69405,Малый,10-99 м2
69406,Малый,10-99 м2
69407,Малый,10-99 м2
69412,Малый,10-99 м2
69413,Малый,10-99 м2
69415,Малый,10-99 м2
69419,Малый,10-99 м2
69421,Большой,5000-7999 м2
69425,Большой,2000-4999 м2
69427,Малый,10-99 м2
69428,Малый,10-99 м2
69429,Малый,10-99 м2
69430,Малый,10-99 м2
69432,Средний,100-199 м2
69435,Малый,10-99 м2
69437,Малый,10-99 м2
69440,Малый,10-99 м2
69446,Малый,10-99 м2
69447,Малый,10-99 м2
69448,Малый,10-99 м2
69449,Малый,10-99 м2
69450,Малый,10-99 м2
69451,Малый,10-99 м2
69452,Средний,200-499 м2
69454,Малый,10-99 м2
69456,Большой,5000-7999 м2
69457,Малый,10-99 м2
69458,Малый,10-99 м2
69459,Малый,10-99 м2
69460,Большой,2000-4999 м2
69461,Средний,100-199 м2
69464,Малый,10-99 м2
69465,Средний,100-199 м2
69468,Средний,200-499 м2
69473,Малый,10-99 м2
69474,Средний,200-499 м2
69475,Малый,10-99 м2
69476,Малый,10-99 м2
69477,Малый,10-99 м2
69478,Малый,10-99 м2
69480,Малый,10-99 м2
69481,Малый,10-99 м2
69482,Малый,10-99 м2
69485,Малый,10-99 м2
69487,Малый,10-99 м2
69488,Малый,10-99 м2
69489,Малый,10-99 м2
69491,Большой,2000-4999 м2
69493,Средний,100-199 м2
69494,Средний,100-199 м2
69495,Малый,10-99 м2
69496,Средний,200-499 м2
69497,Малый,10-99 м2
69499,Малый,10-99 м2
69500,Малый,10-99 м2
69503,Малый,10-99 м2
69511,Малый,10-99 м2
69513,Средний,100-199 м2
69514,Большой,500-1999 м2
69515,Малый,10-99 м2
69516,Малый,10-99 м2
69517,Средний,100-199 м2
69520,Средний,200-499 м2
69523,Малый,10-99 м2
69525,Малый,10-99 м2
69529,Малый,10-99 м2
69531,Малый,10-99 м2
69534,Средний,200-499 м2
69538,Средний,200-499 м2
69539,Малый,10-99 м2
69540,Большой,500-1999 м2
69542,Малый,10-99 м2
69547,Малый,10-99 м2
69548,Малый,10-99 м2
69552,Малый,10-99 м2
69553,Средний,100-199 м2
69561,Малый,10-99 м2
69562,Большой,500-1999 м2
69563,Малый,10-99 м2
69564,Малый,10-99 м2
69565,Малый,10-99 м2
69567,Большой,500-1999 м2
69569,Большой,500-1999 м2
69570,Малый,10-99 м2
69571,Средний,100-199 м2
69573,Средний,200-499 м2
69574,Малый,10-99 м2
69575,Большой,500-1999 м2
69576,Большой,500-1999 м2
69577,Большой,500-1999 м2
69578,Большой,500-1999 м2
69579,Большой,500-1999 м2
69580,Большой,500-1999 м2
69581,Большой,500-1999 м2
69582,Большой,500-1999 м2
69583,Малый,10-99 м2
69584,Малый,10-99 м2
69587,Средний,200-499 м2
69592,Малый,10-99 м2
69593,Средний,100-199 м2
69597,Средний,200-499 м2
69598,Малый,10-99 м2
69599,Малый,10-99 м2
69600,Средний,200-499 м2
69601,Большой,500-1999 м2
69604,Средний,100-199 м2
69606,Средний,100-199 м2
69610,Средний,200-499 м2
69611,Малый,10-99 м2
69612,Малый,10-99 м2
69615,Малый,10-99 м2
69616,Малый,10-99 м2
69617,Малый,10-99 м2
69618,Малый,10-99 м2
69619,Малый,10-99 м2
69620,Малый,10-99 м2
69622,Малый,10-99 м2
69623,Малый,10-99 м2
69624,Малый,10-99 м2
69625,Малый,10-99 м2
69626,Малый,10-99 м2
69630,Большой,2000-4999 м2
69632,Малый,10-99 м2
69634,Малый,10-99 м2
69635,Малый,10-99 м2
69636,Малый,10-99 м2
69637,Малый,10-99 м2
69638,Малый,10-99 м2
69642,Средний,200-499 м2
69643,Малый,10-99 м2
69647,Средний,200-499 м2
69648,Малый,10-99 м2
69649,Малый,10-99 м2
69650,Малый,10-99 м2
69652,Малый,10-99 м2
69654,Малый,10-99 м2
69657,Малый,10-99 м2
69658,Малый,10-99 м2
69660,Малый,10-99 м2
69662,Большой,2000-4999 м2
69666,Малый,10-99 м2
69667,Малый,10-99 м2
69670,Малый,10-99 м2
69671,Средний,200-499 м2
69672,Малый,10-99 м2
69674,Средний,100-199 м2
69675,Большой,500-1999 м2
69676,Малый,10-99 м2
69677,Малый,10-99 м2
69678,Средний,100-199 м2
69680,Малый,10-99 м2
69681,Малый,10-99 м2
69682,Малый,10-99 м2
69685,Средний,200-499 м2
69687,Малый,10-99 м2
69691,Малый,10-99 м2
69692,Малый,10-99 м2
69694,Средний,100-199 м2
69695,Средний,100-199 м2
69696,Малый,10-99 м2
69698,Малый,10-99 м2
69700,Малый,10-99 м2
69704,Малый,10-99 м2
69705,Малый,10-99 м2
69709,Малый,10-99 м2
69711,Малый,10-99 м2
69714,Малый,10-99 м2
69715,Малый,10-99 м2
69716,Малый,10-99 м2
69718,Средний,200-499 м2
69721,Малый,10-99 м2
69724,Малый,10-99 м2
69725,Малый,10-99 м2
69729,Малый,10-99 м2
69734,Малый,10-99 м2
69735,Малый,10-99 м2
69736,Большой,2000-4999 м2
69739,Малый,10-99 м2
69740,Малый,10-99 м2
69741,Малый,10-99 м2
69743,Малый,10-99 м2
69744,Большой,500-1999 м2
69746,Малый,10-99 м2
69748,Малый,10-99 м2
69749,Малый,10-99 м2
69750,Средний,200-499 м2
69752,Малый,10-99 м2
69754,Малый,10-99 м2
69756,Большой,500-1999 м2
69757,Малый,10-99 м2
69758,Малый,10-99 м2
69759,Малый,10-99 м2
69761,Малый,10-99 м2
69762,Малый,10-99 м2
69764,Малый,10-99 м2
69765,Малый,10-99 м2
69767,Малый,10-99 м2
69769,Большой,500-1999 м2
69770,Малый,10-99 м2
69771,Большой,5000-7999 м2
69773,Малый,10-99 м2
69775,Малый,10-99 м2
69777,Малый,10-99 м2
69779,Средний,200-499 м2
69780,Малый,10-99 м2
69783,Малый,10-99 м2
69790,Малый,10-99 м2
69791,Малый,10-99 м2
69792,Малый,10-99 м2
69793,Малый,10-99 м2
69796,Малый,10-99 м2
69801,Малый,10-99 м2
69802,Малый,10-99 м2
69803,Большой,2000-4999 м2
69805,Малый,10-99 м2
69806,Средний,100-199 м2
69807,Средний,100-199 м2
69808,Малый,10-99 м2
69809,Средний,100-199 м2
69810,Малый,10-99 м2
69811,Малый,10-99 м2
69812,Малый,10-99 м2
69813,Малый,10-99 м2
69818,Средний,200-499 м2
69820,Средний,100-199 м2
69824,Малый,10-99 м2
69826,Малый,10-99 м2
69830,Малый,10-99 м2
69831,Малый,10-99 м2
69832,Малый,10-99 м2
69833,Малый,10-99 м2
69835,Малый,10-99 м2
69836,Малый,10-99 м2
69839,Малый,10-99 м2
69840,Малый,10-99 м2
69841,Малый,10-99 м2
69842,Средний,100-199 м2
69843,Малый,10-99 м2
69847,Средний,200-499 м2
69848,Малый,10-99 м2
69849,Средний,100-199 м2
69851,Большой,2000-4999 м2
69854,Большой,5000-7999 м2
69855,Средний,200-499 м2
69856,Малый,10-99 м2
69864,Малый,10-99 м2
69866,Малый,10-99 м2
69868,Большой,2000-4999 м2
69869,Малый,10-99 м2
69870,Малый,10-99 м2
69871,Малый,10-99 м2
69872,Большой,5000-7999 м2
69873,Малый,10-99 м2
69875,Средний,100-199 м2
69876,Малый,10-99 м2
69878,Средний,100-199 м2
69880,Средний,100-199 м2
69881,Малый,10-99 м2
69882,Малый,10-99 м2
69883,Средний,200-499 м2
69884,Малый,10-99 м2
69885,Малый,10-99 м2
69886,Малый,10-99 м2
69888,Малый,10-99 м2
69890,Малый,10-99 м2
69892,Малый,10-99 м2
69893,Большой,2000-4999 м2
69894,Малый,10-99 м2
69896,Средний,200-499 м2
69897,Малый,10-99 м2
69898,Малый,10-99 м2
69899,Малый,10-99 м2
69900,Малый,10-99 м2
69901,Малый,10-99 м2
69902,Малый,10-99 м2
69903,Малый,10-99 м2
69906,Средний,200-499 м2
69914,Малый,10-99 м2
69917,Малый,10-99 м2
69918,Малый,10-99 м2
69922,Малый,10-99 м2
69925,Малый,10-99 м2
69926,Малый,10-99 м2
69927,Малый,10-99 м2
69928,Малый,10-99 м2
69929,Малый,10-99 м2
69930,Малый,10-99 м2
69931,Малый,10-99 м2
69938,Малый,10-99 м2
69941,Малый,10-99 м2
69942,Большой,500-1999 м2
69943,Малый,10-99 м2
69945,Малый,10-99 м2
69949,Малый,10-99 м2
69967,Малый,10-99 м2
69968,Малый,10-99 м2
69969,Малый,10-99 м2
69970,Средний,200-499 м2
69972,Средний,200-499 м2
69973,Малый,10-99 м2
69974,Малый,10-99 м2
69976,Малый,10-99 м2
69977,Средний,100-199 м2
69982,Малый,10-99 м2
69986,Малый,10-99 м2
69987,Малый,10-99 м2
69989,Малый,10-99 м2
69990,Малый,10-99 м2
69991,Средний,100-199 м2
69992,Средний,100-199 м2
69993,Малый,10-99 м2
69994,Малый,10-99 м2
69995,Малый,10-99 м2
69996,Малый,10-99 м2
70000,Малый,10-99 м2
70001,Средний,100-199 м2
70004,Малый,10-99 м2
70006,Малый,10-99 м2
70007,Средний,200-499 м2
70010,Средний,100-199 м2
70011,Малый,10-99 м2
70012,Средний,100-199 м2
70013,Малый,10-99 м2
70014,Малый,10-99 м2
70015,Малый,10-99 м2
70020,Малый,10-99 м2
70022,Малый,10-99 м2
70024,Малый,10-99 м2
70025,Малый,10-99 м2
70026,Малый,10-99 м2
70027,Малый,10-99 м2
70028,Малый,10-99 м2
70030,Малый,10-99 м2
70032,Средний,200-499 м2
70034,Средний,100-199 м2
70037,Малый,10-99 м2
70039,Большой,2000-4999 м2
70040,Средний,100-199 м2
70041,Малый,10-99 м2
70042,Малый,10-99 м2
70043,Малый,10-99 м2
70044,Малый,10-99 м2
70045,Средний,100-199 м2
70046,Малый,10-99 м2
70054,Средний,100-199 м2
70058,Малый,10-99 м2
70059,Большой,500-1999 м2
70061,Малый,10-99 м2
70064,Малый,10-99 м2
70065,Малый,10-99 м2
70067,Малый,10-99 м2
70069,Средний,100-199 м2
70070,Средний,100-199 м2
70071,Малый,10-99 м2
70072,Малый,10-99 м2
70073,Малый,10-99 м2
70074,Малый,10-99 м2
70077,Малый,10-99 м2
70084,Малый,10-99 м2
70087,Малый,10-99 м2
70089,Большой,2000-4999 м2
70091,Средний,100-199 м2
70094,Малый,10-99 м2
70096,Большой,2000-4999 м2
70097,Средний,100-199 м2
70099,Малый,10-99 м2
70100,Большой,2000-4999 м2
70102,Большой,500-1999 м2
70103,Малый,10-99 м2
70104,Малый,10-99 м2
70105,Малый,10-99 м2
70108,Малый,10-99 м2
70110,Малый,10-99 м2
70112,Малый,10-99 м2
70114,Малый,10-99 м2
70115,Большой,500-1999 м2
70120,Средний,100-199 м2
70124,Средний,100-199 м2
70125,Малый,10-99 м2
70126,Малый,10-99 м2
70127,Малый,10-99 м2
70129,Малый,10-99 м2
70130,Малый,10-99 м2
70133,Малый,10-99 м2
70135,Малый,10-99 м2
70136,Большой,5000-7999 м2
70137,Малый,10-99 м2
70138,Малый,10-99 м2
70139,Малый,10-99 м2
70140,Малый,10-99 м2
70142,Малый,10-99 м2
70144,Малый,10-99 м2
70146,Малый,10-99 м2
70147,Малый,10-99 м2
70149,Средний,100-199 м2
70150,Большой,500-1999 м2
70152,Малый,10-99 м2
70154,Малый,10-99 м2
70163,Большой,5000-7999 м2
70164,Малый,10-99 м2
70166,Средний,200-499 м2
70167,Малый,10-99 м2
70171,Малый,10-99 м2
70173,Малый,10-99 м2
70176,Малый,10-99 м2
70177,Малый,10-99 м2
70178,Малый,10-99 м2
70179,Средний,100-199 м2
70181,Малый,10-99 м2
70182,Малый,10-99 м2
70184,Средний,100-199 м2
70185,Малый,10-99 м2
70186,Малый,10-99 м2
70188,Малый,10-99 м2
70189,Большой,2000-4999 м2
70192,Малый,10-99 м2
70196,Малый,10-99 м2
70199,Средний,100-199 м2
70200,Малый,10-99 м2
70204,Малый,10-99 м2
70205,Малый,10-99 м2
70207,Большой,500-1999 м2
70208,Большой,2000-4999 м2
70209,Большой,2000-4999 м2
70210,Большой,500-1999 м2
70211,Большой,500-1999 м2
70212,Средний,100-199 м2
70213,Малый,10-99 м2
70217,Большой,500-1999 м2
70218,Большой,2000-4999 м2
70221,Большой,500-1999 м2
70223,Средний,100-199 м2
70224,Малый,10-99 м2
70225,Малый,10-99 м2
70227,Большой,500-1999 м2
70228,Малый,10-99 м2
70229,Средний,100-199 м2
70230,Средний,100-199 м2
70231,Большой,500-1999 м2
70232,Большой,5000-7999 м2
70237,Малый,10-99 м2
70240,Малый,10-99 м2
70241,Малый,10-99 м2
70242,Малый,10-99 м2
70245,Малый,10-99 м2
70246,Малый,10-99 м2
70247,Малый,10-99 м2
70248,Малый,10-99 м2
70249,Большой,500-1999 м2
70250,Малый,10-99 м2
70252,Малый,10-99 м2
70253,Малый,10-99 м2
70254,Малый,10-99 м2
70256,Малый,10-99 м2
70258,Средний,200-499 м2
70259,Малый,10-99 м2
70260,Малый,10-99 м2
70264,Малый,10-99 м2
70265,Малый,10-99 м2
70266,Большой,500-1999 м2
70270,Большой,500-1999 м2
70271,Малый,10-99 м2
70273,Малый,10-99 м2
70274,Большой,500-1999 м2
70275,Малый,10-99 м2
70276,Средний,100-199 м2
70279,Большой,2000-4999 м2
70281,Малый,10-99 м2
70282,Малый,10-99 м2
70283,Большой,500-1999 м2
70284,Средний,200-499 м2
70287,Средний,200-499 м2
70291,Средний,200-499 м2
70292,Малый,10-99 м2
70294,Малый,10-99 м2
70295,Малый,10-99 м2
70301,Малый,10-99 м2
70304,Средний,100-199 м2
70305,Средний,100-199 м2
70307,Средний,100-199 м2
70308,Средний,100-199 м2
70310,Малый,10-99 м2
70311,Средний,100-199 м2
70312,Малый,10-99 м2
70313,Малый,10-99 м2
70314,Малый,10-99 м2
70315,Малый,10-99 м2
70316,Малый,10-99 м2
70322,Малый,10-99 м2
70323,Малый,10-99 м2
70324,Малый,10-99 м2
70325,Малый,10-99 м2
70326,Малый,10-99 м2
70327,Малый,10-99 м2
70329,Средний,200-499 м2
70331,Средний,100-199 м2
70335,Малый,10-99 м2
70337,Большой,500-1999 м2
70339,Малый,10-99 м2
70341,Малый,10-99 м2
70345,Большой,2000-4999 м2
70346,Малый,10-99 м2
70347,Средний,100-199 м2
70348,Малый,10-99 м2
70350,Малый,10-99 м2
70351,Малый,10-99 м2
70352,Средний,100-199 м2
70353,Малый,10-99 м2
70354,Средний,100-199 м2
70355,Малый,10-99 м2
70357,Средний,100-199 м2
70359,Большой,2000-4999 м2
70360,Малый,10-99 м2
70361,Большой,2000-4999 м2
70362,Малый,10-99 м2
70363,Средний,100-199 м2
70366,Малый,10-99 м2
70368,Средний,200-499 м2
70369,Средний,100-199 м2
70371,Малый,10-99 м2
70373,Малый,10-99 м2
70374,Малый,10-99 м2
70375,Малый,10-99 м2
70376,Малый,10-99 м2
70377,Малый,10-99 м2
70378,Малый,10-99 м2
70385,Большой,2000-4999 м2
70399,Большой,2000-4999 м2
70402,Малый,10-99 м2
70403,Большой,500-1999 м2
70404,Большой,500-1999 м2
70405,Большой,500-1999 м2
70406,Малый,10-99 м2
70407,Большой,500-1999 м2
70408,Большой,500-1999 м2
70409,Большой,500-1999 м2
